Chromosome,Chr_Position,,
Ca21chr1_C_albicans_SC5314,359295,917,
Ca21chr1_C_albicans_SC5314,360212,158,
Ca21chr1_C_albicans_SC5314,360370,32,
Ca21chr1_C_albicans_SC5314,360402,58,
Ca21chr1_C_albicans_SC5314,360460,56,
Ca21chr1_C_albicans_SC5314,360516,5,
Ca21chr1_C_albicans_SC5314,360521,17,
Ca21chr1_C_albicans_SC5314,360538,2842,
Ca21chr1_C_albicans_SC5314,363380,553,
Ca21chr1_C_albicans_SC5314,363933,48,
Ca21chr1_C_albicans_SC5314,363981,5718,
Ca21chr1_C_albicans_SC5314,369699,898,
Ca21chr1_C_albicans_SC5314,370597,360,
Ca21chr1_C_albicans_SC5314,370957,78,
Ca21chr1_C_albicans_SC5314,371035,4431,
Ca21chr1_C_albicans_SC5314,375466,17,
Ca21chr1_C_albicans_SC5314,375483,960,
Ca21chr1_C_albicans_SC5314,376443,1966,
Ca21chr1_C_albicans_SC5314,378409,1,
Ca21chr1_C_albicans_SC5314,378410,4,
Ca21chr1_C_albicans_SC5314,378414,978,
Ca21chr1_C_albicans_SC5314,379392,8,
Ca21chr1_C_albicans_SC5314,379400,79,
Ca21chr1_C_albicans_SC5314,379479,36,
Ca21chr1_C_albicans_SC5314,379515,771,
Ca21chr1_C_albicans_SC5314,380286,648,
Ca21chr1_C_albicans_SC5314,380934,1364,
Ca21chr1_C_albicans_SC5314,382298,3603,
Ca21chr1_C_albicans_SC5314,385901,42,
Ca21chr1_C_albicans_SC5314,385943,356,
Ca21chr1_C_albicans_SC5314,386299,2508,
Ca21chr1_C_albicans_SC5314,388807,166,
Ca21chr1_C_albicans_SC5314,388973,243,
Ca21chr1_C_albicans_SC5314,389216,1089,
Ca21chr1_C_albicans_SC5314,390305,7013,
Ca21chr1_C_albicans_SC5314,397318,1632,
Ca21chr1_C_albicans_SC5314,398950,510,
Ca21chr1_C_albicans_SC5314,399460,68,
Ca21chr1_C_albicans_SC5314,399528,605,
Ca21chr1_C_albicans_SC5314,400133,2157,
Ca21chr1_C_albicans_SC5314,402290,176,
Ca21chr1_C_albicans_SC5314,402466,70,
Ca21chr1_C_albicans_SC5314,402536,123,
Ca21chr1_C_albicans_SC5314,402659,81,
Ca21chr1_C_albicans_SC5314,402740,149,
Ca21chr1_C_albicans_SC5314,402889,142,
Ca21chr1_C_albicans_SC5314,403031,2,
Ca21chr1_C_albicans_SC5314,403033,139,
Ca21chr1_C_albicans_SC5314,403172,92,
Ca21chr1_C_albicans_SC5314,403264,12,
Ca21chr1_C_albicans_SC5314,403276,44,
Ca21chr1_C_albicans_SC5314,403320,1161,
Ca21chr1_C_albicans_SC5314,404481,432,
Ca21chr1_C_albicans_SC5314,404913,817,
Ca21chr1_C_albicans_SC5314,405730,76,
Ca21chr1_C_albicans_SC5314,405806,255,
Ca21chr1_C_albicans_SC5314,406061,337,
Ca21chr1_C_albicans_SC5314,406398,811,
Ca21chr1_C_albicans_SC5314,407209,10367,
Ca21chr1_C_albicans_SC5314,417576,1999,
Ca21chr1_C_albicans_SC5314,419575,686,
Ca21chr1_C_albicans_SC5314,420261,2248,
Ca21chr1_C_albicans_SC5314,422509,78,
Ca21chr1_C_albicans_SC5314,422587,63,
Ca21chr1_C_albicans_SC5314,422650,15,
Ca21chr1_C_albicans_SC5314,422665,1750,
Ca21chr1_C_albicans_SC5314,424415,1395,
Ca21chr1_C_albicans_SC5314,425810,82,
Ca21chr1_C_albicans_SC5314,425892,1048,
Ca21chr1_C_albicans_SC5314,426940,20,
Ca21chr1_C_albicans_SC5314,426960,2182,
Ca21chr1_C_albicans_SC5314,429142,14,
Ca21chr1_C_albicans_SC5314,429156,3242,
Ca21chr1_C_albicans_SC5314,432398,6221,
Ca21chr1_C_albicans_SC5314,438619,1360,
Ca21chr1_C_albicans_SC5314,439979,130,
Ca21chr1_C_albicans_SC5314,440109,369,
Ca21chr1_C_albicans_SC5314,440478,899,
Ca21chr1_C_albicans_SC5314,441377,249,
Ca21chr1_C_albicans_SC5314,441626,82,
Ca21chr1_C_albicans_SC5314,441708,1259,
Ca21chr1_C_albicans_SC5314,442967,33,
Ca21chr1_C_albicans_SC5314,443000,439,
Ca21chr1_C_albicans_SC5314,443439,233,
Ca21chr1_C_albicans_SC5314,443672,163,
Ca21chr1_C_albicans_SC5314,443835,844,
Ca21chr1_C_albicans_SC5314,444679,301,
Ca21chr1_C_albicans_SC5314,444980,42,
Ca21chr1_C_albicans_SC5314,445022,4,
Ca21chr1_C_albicans_SC5314,445026,681,
Ca21chr1_C_albicans_SC5314,445707,211,
Ca21chr1_C_albicans_SC5314,445918,301,
Ca21chr1_C_albicans_SC5314,446219,447,
Ca21chr1_C_albicans_SC5314,446666,272,
Ca21chr1_C_albicans_SC5314,446938,1515,
Ca21chr1_C_albicans_SC5314,448453,590,
Ca21chr1_C_albicans_SC5314,449043,38,
Ca21chr1_C_albicans_SC5314,449081,1,
Ca21chr1_C_albicans_SC5314,449082,5755,
Ca21chr1_C_albicans_SC5314,454837,181,
Ca21chr1_C_albicans_SC5314,455018,19,
Ca21chr1_C_albicans_SC5314,455037,59,
Ca21chr1_C_albicans_SC5314,455096,71,
Ca21chr1_C_albicans_SC5314,455167,40,
Ca21chr1_C_albicans_SC5314,455207,16,
Ca21chr1_C_albicans_SC5314,455223,326,
Ca21chr1_C_albicans_SC5314,455549,8,
Ca21chr1_C_albicans_SC5314,455557,184,
Ca21chr1_C_albicans_SC5314,455741,66,
Ca21chr1_C_albicans_SC5314,455807,822,
Ca21chr1_C_albicans_SC5314,456629,26,
Ca21chr1_C_albicans_SC5314,456655,342,
Ca21chr1_C_albicans_SC5314,456997,4805,
Ca21chr1_C_albicans_SC5314,461802,1938,
Ca21chr1_C_albicans_SC5314,463740,113,
Ca21chr1_C_albicans_SC5314,463853,720,
Ca21chr1_C_albicans_SC5314,464573,1430,
Ca21chr1_C_albicans_SC5314,466003,1536,
Ca21chr1_C_albicans_SC5314,467539,212,
Ca21chr1_C_albicans_SC5314,467751,1434,
Ca21chr1_C_albicans_SC5314,469185,417,
Ca21chr1_C_albicans_SC5314,469602,1509,
Ca21chr1_C_albicans_SC5314,471111,22,
Ca21chr1_C_albicans_SC5314,471133,23,
Ca21chr1_C_albicans_SC5314,471156,282,
Ca21chr1_C_albicans_SC5314,471438,30,
Ca21chr1_C_albicans_SC5314,471468,35,
Ca21chr1_C_albicans_SC5314,471503,31,
Ca21chr1_C_albicans_SC5314,471534,42,
Ca21chr1_C_albicans_SC5314,471576,447,
Ca21chr1_C_albicans_SC5314,472023,321,
Ca21chr1_C_albicans_SC5314,472344,122,
Ca21chr1_C_albicans_SC5314,472466,3159,
Ca21chr1_C_albicans_SC5314,475625,312,
Ca21chr1_C_albicans_SC5314,475937,1946,
Ca21chr1_C_albicans_SC5314,477883,4801,
Ca21chr1_C_albicans_SC5314,482684,1012,
Ca21chr1_C_albicans_SC5314,483696,4876,
Ca21chr1_C_albicans_SC5314,488572,101,
Ca21chr1_C_albicans_SC5314,488673,237,
Ca21chr1_C_albicans_SC5314,488910,19,
Ca21chr1_C_albicans_SC5314,488929,276,
Ca21chr1_C_albicans_SC5314,489205,4,
Ca21chr1_C_albicans_SC5314,489209,235,
Ca21chr1_C_albicans_SC5314,489444,220,
Ca21chr1_C_albicans_SC5314,489664,622,
Ca21chr1_C_albicans_SC5314,490286,2468,
Ca21chr1_C_albicans_SC5314,492754,1177,
Ca21chr1_C_albicans_SC5314,493931,148,
Ca21chr1_C_albicans_SC5314,494079,220,
Ca21chr1_C_albicans_SC5314,494299,393,
Ca21chr1_C_albicans_SC5314,494692,758,
Ca21chr1_C_albicans_SC5314,495450,683,
Ca21chr1_C_albicans_SC5314,496133,1043,
Ca21chr1_C_albicans_SC5314,497176,224,
Ca21chr1_C_albicans_SC5314,497400,52,
Ca21chr1_C_albicans_SC5314,497452,58,
Ca21chr1_C_albicans_SC5314,497510,25,
Ca21chr1_C_albicans_SC5314,497535,39,
Ca21chr1_C_albicans_SC5314,497574,180,
Ca21chr1_C_albicans_SC5314,497754,18,
Ca21chr1_C_albicans_SC5314,497772,1695,
Ca21chr1_C_albicans_SC5314,499467,1258,
Ca21chr1_C_albicans_SC5314,500725,110,
Ca21chr1_C_albicans_SC5314,500835,8937,
Ca21chr1_C_albicans_SC5314,509772,4617,
Ca21chr1_C_albicans_SC5314,514389,2689,
Ca21chr1_C_albicans_SC5314,517078,2428,
Ca21chr1_C_albicans_SC5314,519506,3561,
Ca21chr1_C_albicans_SC5314,523067,370,
Ca21chr1_C_albicans_SC5314,523437,1922,
Ca21chr1_C_albicans_SC5314,525359,1209,
Ca21chr1_C_albicans_SC5314,526568,112,
Ca21chr1_C_albicans_SC5314,526680,147,
Ca21chr1_C_albicans_SC5314,526827,967,
Ca21chr1_C_albicans_SC5314,527794,1091,
Ca21chr1_C_albicans_SC5314,528885,408,
Ca21chr1_C_albicans_SC5314,529293,190,
Ca21chr1_C_albicans_SC5314,529483,3,
Ca21chr1_C_albicans_SC5314,529486,146,
Ca21chr1_C_albicans_SC5314,529632,375,
Ca21chr1_C_albicans_SC5314,530007,493,
Ca21chr1_C_albicans_SC5314,530500,319,
Ca21chr1_C_albicans_SC5314,530819,948,
Ca21chr1_C_albicans_SC5314,531767,358,
Ca21chr1_C_albicans_SC5314,532125,218,
Ca21chr1_C_albicans_SC5314,532343,17,
Ca21chr1_C_albicans_SC5314,532360,583,
Ca21chr1_C_albicans_SC5314,532943,207,
Ca21chr1_C_albicans_SC5314,533150,329,
Ca21chr1_C_albicans_SC5314,533479,16,
Ca21chr1_C_albicans_SC5314,533495,71,
Ca21chr1_C_albicans_SC5314,533566,4,
Ca21chr1_C_albicans_SC5314,533570,710,
Ca21chr1_C_albicans_SC5314,534280,441,
Ca21chr1_C_albicans_SC5314,534721,1806,
Ca21chr1_C_albicans_SC5314,536527,1743,
Ca21chr1_C_albicans_SC5314,538270,1270,
Ca21chr1_C_albicans_SC5314,539540,176,
Ca21chr1_C_albicans_SC5314,539716,1227,
Ca21chr1_C_albicans_SC5314,540943,1767,
Ca21chr1_C_albicans_SC5314,542710,254,
Ca21chr1_C_albicans_SC5314,542964,2310,
Ca21chr1_C_albicans_SC5314,545274,2,
Ca21chr1_C_albicans_SC5314,545276,43,
Ca21chr1_C_albicans_SC5314,545319,240,
Ca21chr1_C_albicans_SC5314,545559,575,
Ca21chr1_C_albicans_SC5314,546134,84,
Ca21chr1_C_albicans_SC5314,546218,297,
Ca21chr1_C_albicans_SC5314,546515,156,
Ca21chr1_C_albicans_SC5314,546671,46,
Ca21chr1_C_albicans_SC5314,546717,447,
Ca21chr1_C_albicans_SC5314,547164,17,
Ca21chr1_C_albicans_SC5314,547181,5,
Ca21chr1_C_albicans_SC5314,547186,232,
Ca21chr1_C_albicans_SC5314,547418,273,
Ca21chr1_C_albicans_SC5314,547691,834,
Ca21chr1_C_albicans_SC5314,548525,342,
Ca21chr1_C_albicans_SC5314,548867,273,
Ca21chr1_C_albicans_SC5314,549140,1068,
Ca21chr1_C_albicans_SC5314,550208,472,
Ca21chr1_C_albicans_SC5314,550680,296,
Ca21chr1_C_albicans_SC5314,550976,43,
Ca21chr1_C_albicans_SC5314,551019,314,
Ca21chr1_C_albicans_SC5314,551333,501,
Ca21chr1_C_albicans_SC5314,551834,138,
Ca21chr1_C_albicans_SC5314,551972,364,
Ca21chr1_C_albicans_SC5314,552336,461,
Ca21chr1_C_albicans_SC5314,552797,376,
Ca21chr1_C_albicans_SC5314,553173,2278,
Ca21chr1_C_albicans_SC5314,555451,307,
Ca21chr1_C_albicans_SC5314,555758,36,
Ca21chr1_C_albicans_SC5314,555794,466,
Ca21chr1_C_albicans_SC5314,556260,81,
Ca21chr1_C_albicans_SC5314,556341,114,
Ca21chr1_C_albicans_SC5314,556455,18,
Ca21chr1_C_albicans_SC5314,556473,141,
Ca21chr1_C_albicans_SC5314,556614,180,
Ca21chr1_C_albicans_SC5314,556794,534,
Ca21chr1_C_albicans_SC5314,557328,60,
Ca21chr1_C_albicans_SC5314,557388,68,
Ca21chr1_C_albicans_SC5314,557456,19,
Ca21chr1_C_albicans_SC5314,557475,28,
Ca21chr1_C_albicans_SC5314,557503,219,
Ca21chr1_C_albicans_SC5314,557722,1154,
Ca21chr1_C_albicans_SC5314,558876,1513,
Ca21chr1_C_albicans_SC5314,560389,72,
Ca21chr1_C_albicans_SC5314,560461,59,
Ca21chr1_C_albicans_SC5314,560520,214,
Ca21chr1_C_albicans_SC5314,560734,1,
Ca21chr1_C_albicans_SC5314,560735,236,
Ca21chr1_C_albicans_SC5314,560971,464,
Ca21chr1_C_albicans_SC5314,561435,1370,
Ca21chr1_C_albicans_SC5314,562805,131,
Ca21chr1_C_albicans_SC5314,562936,2058,
Ca21chr1_C_albicans_SC5314,564994,7,
Ca21chr1_C_albicans_SC5314,565001,1,
Ca21chr1_C_albicans_SC5314,565002,1892,
Ca21chr1_C_albicans_SC5314,566894,1326,
Ca21chr1_C_albicans_SC5314,568220,454,
Ca21chr1_C_albicans_SC5314,568674,263,
Ca21chr1_C_albicans_SC5314,568937,206,
Ca21chr1_C_albicans_SC5314,569143,28,
Ca21chr1_C_albicans_SC5314,569171,6,
Ca21chr1_C_albicans_SC5314,569177,1930,
Ca21chr1_C_albicans_SC5314,571107,313,
Ca21chr1_C_albicans_SC5314,571420,1994,
Ca21chr1_C_albicans_SC5314,573414,10,
Ca21chr1_C_albicans_SC5314,573424,145,
Ca21chr1_C_albicans_SC5314,573569,371,
Ca21chr1_C_albicans_SC5314,573940,243,
Ca21chr1_C_albicans_SC5314,574183,687,
Ca21chr1_C_albicans_SC5314,574870,213,
Ca21chr1_C_albicans_SC5314,575083,830,
Ca21chr1_C_albicans_SC5314,575913,556,
Ca21chr1_C_albicans_SC5314,576469,282,
Ca21chr1_C_albicans_SC5314,576751,45,
Ca21chr1_C_albicans_SC5314,576796,900,
Ca21chr1_C_albicans_SC5314,577696,21,
Ca21chr1_C_albicans_SC5314,577717,24,
Ca21chr1_C_albicans_SC5314,577741,1846,
Ca21chr1_C_albicans_SC5314,579587,96,
Ca21chr1_C_albicans_SC5314,579683,153,
Ca21chr1_C_albicans_SC5314,579836,9,
Ca21chr1_C_albicans_SC5314,579845,156,
Ca21chr1_C_albicans_SC5314,580001,3209,
Ca21chr1_C_albicans_SC5314,583210,834,
Ca21chr1_C_albicans_SC5314,584044,12423,
Ca21chr1_C_albicans_SC5314,596467,136,
Ca21chr1_C_albicans_SC5314,596603,299,
Ca21chr1_C_albicans_SC5314,596902,2438,
Ca21chr1_C_albicans_SC5314,599340,4047,
Ca21chr1_C_albicans_SC5314,603387,1398,
Ca21chr1_C_albicans_SC5314,604785,306,
Ca21chr1_C_albicans_SC5314,605091,3081,
Ca21chr1_C_albicans_SC5314,608172,1021,
Ca21chr1_C_albicans_SC5314,609193,421,
Ca21chr1_C_albicans_SC5314,609614,15,
Ca21chr1_C_albicans_SC5314,609629,656,
Ca21chr1_C_albicans_SC5314,610285,7947,
Ca21chr1_C_albicans_SC5314,618232,96,
Ca21chr1_C_albicans_SC5314,618328,638,
Ca21chr1_C_albicans_SC5314,618966,96,
Ca21chr1_C_albicans_SC5314,619062,1138,
Ca21chr1_C_albicans_SC5314,620200,532,
Ca21chr1_C_albicans_SC5314,620732,56,
Ca21chr1_C_albicans_SC5314,620788,186,
Ca21chr1_C_albicans_SC5314,620974,5935,
Ca21chr1_C_albicans_SC5314,626909,870,
Ca21chr1_C_albicans_SC5314,627779,62,
Ca21chr1_C_albicans_SC5314,627841,1302,
Ca21chr1_C_albicans_SC5314,629143,1332,
Ca21chr1_C_albicans_SC5314,630475,455,
Ca21chr1_C_albicans_SC5314,630930,865,
Ca21chr1_C_albicans_SC5314,631795,421,
Ca21chr1_C_albicans_SC5314,632216,721,
Ca21chr1_C_albicans_SC5314,632937,2378,
Ca21chr1_C_albicans_SC5314,635315,688,
Ca21chr1_C_albicans_SC5314,636003,1895,
Ca21chr1_C_albicans_SC5314,637898,1068,
Ca21chr1_C_albicans_SC5314,638966,277,
Ca21chr1_C_albicans_SC5314,639243,2771,
Ca21chr1_C_albicans_SC5314,642014,2205,
Ca21chr1_C_albicans_SC5314,644219,2161,
Ca21chr1_C_albicans_SC5314,646380,2874,
Ca21chr1_C_albicans_SC5314,649254,6959,
Ca21chr1_C_albicans_SC5314,656213,2479,
Ca21chr1_C_albicans_SC5314,658692,526,
Ca21chr1_C_albicans_SC5314,659218,375,
Ca21chr1_C_albicans_SC5314,659593,2291,
Ca21chr1_C_albicans_SC5314,661884,2174,
Ca21chr1_C_albicans_SC5314,664058,660,
Ca21chr1_C_albicans_SC5314,664718,139,
Ca21chr1_C_albicans_SC5314,664857,32,
Ca21chr1_C_albicans_SC5314,664889,241,
Ca21chr1_C_albicans_SC5314,665130,345,
Ca21chr1_C_albicans_SC5314,665475,82,
Ca21chr1_C_albicans_SC5314,665557,109,
Ca21chr1_C_albicans_SC5314,665666,58,
Ca21chr1_C_albicans_SC5314,665724,107,
Ca21chr1_C_albicans_SC5314,665831,364,
Ca21chr1_C_albicans_SC5314,666195,128,
Ca21chr1_C_albicans_SC5314,666323,16,
Ca21chr1_C_albicans_SC5314,666339,928,
Ca21chr1_C_albicans_SC5314,667267,6763,
Ca21chr1_C_albicans_SC5314,674030,2245,
Ca21chr1_C_albicans_SC5314,676275,64,
Ca21chr1_C_albicans_SC5314,676339,11,
Ca21chr1_C_albicans_SC5314,676350,85,
Ca21chr1_C_albicans_SC5314,676435,45,
Ca21chr1_C_albicans_SC5314,676480,26,
Ca21chr1_C_albicans_SC5314,676506,41,
Ca21chr1_C_albicans_SC5314,676547,3634,
Ca21chr1_C_albicans_SC5314,680181,4008,
Ca21chr1_C_albicans_SC5314,684189,9659,
Ca21chr1_C_albicans_SC5314,693848,17,
Ca21chr1_C_albicans_SC5314,693865,19,
Ca21chr1_C_albicans_SC5314,693884,5027,
Ca21chr1_C_albicans_SC5314,698911,753,
Ca21chr1_C_albicans_SC5314,699664,81,
Ca21chr1_C_albicans_SC5314,699745,1156,
Ca21chr1_C_albicans_SC5314,700901,82,
Ca21chr1_C_albicans_SC5314,700983,1832,
Ca21chr1_C_albicans_SC5314,702815,8480,
Ca21chr1_C_albicans_SC5314,711295,3511,
Ca21chr1_C_albicans_SC5314,714806,4,
Ca21chr1_C_albicans_SC5314,714810,292,
Ca21chr1_C_albicans_SC5314,715102,21970,
Ca21chr1_C_albicans_SC5314,737072,3835,
Ca21chr1_C_albicans_SC5314,740907,76,
Ca21chr1_C_albicans_SC5314,740983,1343,
Ca21chr1_C_albicans_SC5314,742326,4831,
Ca21chr1_C_albicans_SC5314,747157,84,
Ca21chr1_C_albicans_SC5314,747241,12261,
Ca21chr1_C_albicans_SC5314,759502,11515,
Ca21chr1_C_albicans_SC5314,771017,68,
Ca21chr1_C_albicans_SC5314,771085,7215,
Ca21chr1_C_albicans_SC5314,778300,383,
Ca21chr1_C_albicans_SC5314,778683,72,
Ca21chr1_C_albicans_SC5314,778755,2362,
Ca21chr1_C_albicans_SC5314,781117,5850,
Ca21chr1_C_albicans_SC5314,786967,3022,
Ca21chr1_C_albicans_SC5314,789989,859,
Ca21chr1_C_albicans_SC5314,790848,6,
Ca21chr1_C_albicans_SC5314,790854,2193,
Ca21chr1_C_albicans_SC5314,793047,2920,
Ca21chr1_C_albicans_SC5314,795967,1294,
Ca21chr1_C_albicans_SC5314,797261,295,
Ca21chr1_C_albicans_SC5314,797556,3570,
Ca21chr1_C_albicans_SC5314,801126,56,
Ca21chr1_C_albicans_SC5314,801182,48,
Ca21chr1_C_albicans_SC5314,801230,2122,
Ca21chr1_C_albicans_SC5314,803352,4439,
Ca21chr1_C_albicans_SC5314,807791,150,
Ca21chr1_C_albicans_SC5314,807941,93,
Ca21chr1_C_albicans_SC5314,808034,134,
Ca21chr1_C_albicans_SC5314,808168,570,
Ca21chr1_C_albicans_SC5314,808738,1325,
Ca21chr1_C_albicans_SC5314,810063,88,
Ca21chr1_C_albicans_SC5314,810151,447,
Ca21chr1_C_albicans_SC5314,810598,45,
Ca21chr1_C_albicans_SC5314,810643,679,
Ca21chr1_C_albicans_SC5314,811322,2610,
Ca21chr1_C_albicans_SC5314,813932,1469,
Ca21chr1_C_albicans_SC5314,815401,1446,
Ca21chr1_C_albicans_SC5314,816847,2814,
Ca21chr1_C_albicans_SC5314,819661,20,
Ca21chr1_C_albicans_SC5314,819681,76,
Ca21chr1_C_albicans_SC5314,819757,1200,
Ca21chr1_C_albicans_SC5314,820957,2587,
Ca21chr1_C_albicans_SC5314,823544,1971,
Ca21chr1_C_albicans_SC5314,825515,333,
Ca21chr1_C_albicans_SC5314,825848,7264,
Ca21chr1_C_albicans_SC5314,833112,32,
Ca21chr1_C_albicans_SC5314,833144,743,
Ca21chr1_C_albicans_SC5314,833887,117,
Ca21chr1_C_albicans_SC5314,834004,897,
Ca21chr1_C_albicans_SC5314,834901,188,
Ca21chr1_C_albicans_SC5314,835089,954,
Ca21chr1_C_albicans_SC5314,836043,195,
Ca21chr1_C_albicans_SC5314,836238,160,
Ca21chr1_C_albicans_SC5314,836398,7101,
Ca21chr1_C_albicans_SC5314,843499,1316,
Ca21chr1_C_albicans_SC5314,844815,5522,
Ca21chr1_C_albicans_SC5314,850337,146,
Ca21chr1_C_albicans_SC5314,850483,427,
Ca21chr1_C_albicans_SC5314,850910,2960,
Ca21chr1_C_albicans_SC5314,853870,2034,
Ca21chr1_C_albicans_SC5314,855904,24,
Ca21chr1_C_albicans_SC5314,855928,3215,
Ca21chr1_C_albicans_SC5314,859143,345,
Ca21chr1_C_albicans_SC5314,859488,583,
Ca21chr1_C_albicans_SC5314,860071,2908,
Ca21chr1_C_albicans_SC5314,862979,1202,
Ca21chr1_C_albicans_SC5314,864181,721,
Ca21chr1_C_albicans_SC5314,864902,1733,
Ca21chr1_C_albicans_SC5314,866635,1473,
Ca21chr1_C_albicans_SC5314,868108,3,
Ca21chr1_C_albicans_SC5314,868111,610,
Ca21chr1_C_albicans_SC5314,868721,1626,
Ca21chr1_C_albicans_SC5314,870347,307,
Ca21chr1_C_albicans_SC5314,870654,1221,
Ca21chr1_C_albicans_SC5314,871875,3919,
Ca21chr1_C_albicans_SC5314,875794,3190,
Ca21chr1_C_albicans_SC5314,878984,3798,
Ca21chr1_C_albicans_SC5314,882782,2364,
Ca21chr1_C_albicans_SC5314,885146,1967,
Ca21chr1_C_albicans_SC5314,887113,291,
Ca21chr1_C_albicans_SC5314,887404,147,
Ca21chr1_C_albicans_SC5314,887551,1161,
Ca21chr1_C_albicans_SC5314,888712,4529,
Ca21chr1_C_albicans_SC5314,893241,837,
Ca21chr1_C_albicans_SC5314,894078,1061,
Ca21chr1_C_albicans_SC5314,895139,451,
Ca21chr1_C_albicans_SC5314,895590,506,
Ca21chr1_C_albicans_SC5314,896096,472,
Ca21chr1_C_albicans_SC5314,896568,2275,
Ca21chr1_C_albicans_SC5314,898843,3886,
Ca21chr1_C_albicans_SC5314,902729,2452,
Ca21chr1_C_albicans_SC5314,905181,989,
Ca21chr1_C_albicans_SC5314,906170,3503,
Ca21chr1_C_albicans_SC5314,909673,6,
Ca21chr1_C_albicans_SC5314,909679,126,
Ca21chr1_C_albicans_SC5314,909805,9,
Ca21chr1_C_albicans_SC5314,909814,2734,
Ca21chr1_C_albicans_SC5314,912548,345,
Ca21chr1_C_albicans_SC5314,912893,7365,
Ca21chr1_C_albicans_SC5314,920258,69,
Ca21chr1_C_albicans_SC5314,920327,177,
Ca21chr1_C_albicans_SC5314,920504,177,
Ca21chr1_C_albicans_SC5314,920681,167,
Ca21chr1_C_albicans_SC5314,920848,1540,
Ca21chr1_C_albicans_SC5314,922388,384,
Ca21chr1_C_albicans_SC5314,922772,261,
Ca21chr1_C_albicans_SC5314,923033,438,
Ca21chr1_C_albicans_SC5314,923471,132,
Ca21chr1_C_albicans_SC5314,923603,333,
Ca21chr1_C_albicans_SC5314,923936,114,
Ca21chr1_C_albicans_SC5314,924050,4375,
Ca21chr1_C_albicans_SC5314,928425,1634,
Ca21chr1_C_albicans_SC5314,930059,390,
Ca21chr1_C_albicans_SC5314,930449,138,
Ca21chr1_C_albicans_SC5314,930587,35,
Ca21chr1_C_albicans_SC5314,930622,239,
Ca21chr1_C_albicans_SC5314,930861,21,
Ca21chr1_C_albicans_SC5314,930882,18,
Ca21chr1_C_albicans_SC5314,930900,406,
Ca21chr1_C_albicans_SC5314,931306,2774,
Ca21chr1_C_albicans_SC5314,934080,305,
Ca21chr1_C_albicans_SC5314,934385,9,
Ca21chr1_C_albicans_SC5314,934394,39,
Ca21chr1_C_albicans_SC5314,934433,837,
Ca21chr1_C_albicans_SC5314,935270,596,
Ca21chr1_C_albicans_SC5314,935866,549,
Ca21chr1_C_albicans_SC5314,936415,1572,
Ca21chr1_C_albicans_SC5314,937987,1815,
Ca21chr1_C_albicans_SC5314,939802,473,
Ca21chr1_C_albicans_SC5314,940275,53,
Ca21chr1_C_albicans_SC5314,940328,168,
Ca21chr1_C_albicans_SC5314,940496,33,
Ca21chr1_C_albicans_SC5314,940529,223,
Ca21chr1_C_albicans_SC5314,940752,82,
Ca21chr1_C_albicans_SC5314,940834,184,
Ca21chr1_C_albicans_SC5314,941018,207,
Ca21chr1_C_albicans_SC5314,941225,60,
Ca21chr1_C_albicans_SC5314,941285,219,
Ca21chr1_C_albicans_SC5314,941504,505,
Ca21chr1_C_albicans_SC5314,942009,368,
Ca21chr1_C_albicans_SC5314,942377,2,
Ca21chr1_C_albicans_SC5314,942379,69,
Ca21chr1_C_albicans_SC5314,942448,30,
Ca21chr1_C_albicans_SC5314,942478,105,
Ca21chr1_C_albicans_SC5314,942583,168,
Ca21chr1_C_albicans_SC5314,942751,446,
Ca21chr1_C_albicans_SC5314,943197,1073,
Ca21chr1_C_albicans_SC5314,944270,242,
Ca21chr1_C_albicans_SC5314,944512,683,
Ca21chr1_C_albicans_SC5314,945195,79,
Ca21chr1_C_albicans_SC5314,945274,107,
Ca21chr1_C_albicans_SC5314,945381,1711,
Ca21chr1_C_albicans_SC5314,947092,213,
Ca21chr1_C_albicans_SC5314,947305,1586,
Ca21chr1_C_albicans_SC5314,948891,5,
Ca21chr1_C_albicans_SC5314,948896,310,
Ca21chr1_C_albicans_SC5314,949206,3725,
Ca21chr1_C_albicans_SC5314,952931,1,
Ca21chr1_C_albicans_SC5314,952932,430,
Ca21chr1_C_albicans_SC5314,953362,78,
Ca21chr1_C_albicans_SC5314,953440,594,
Ca21chr1_C_albicans_SC5314,954034,18,
Ca21chr1_C_albicans_SC5314,954052,1226,
Ca21chr1_C_albicans_SC5314,955278,1881,
Ca21chr1_C_albicans_SC5314,957159,1674,
Ca21chr1_C_albicans_SC5314,958833,3555,
Ca21chr1_C_albicans_SC5314,962388,101,
Ca21chr1_C_albicans_SC5314,962489,2201,
Ca21chr1_C_albicans_SC5314,964690,1778,
Ca21chr1_C_albicans_SC5314,966468,3242,
Ca21chr1_C_albicans_SC5314,969710,982,
Ca21chr1_C_albicans_SC5314,970692,14,
Ca21chr1_C_albicans_SC5314,970706,52,
Ca21chr1_C_albicans_SC5314,970758,1662,
Ca21chr1_C_albicans_SC5314,972420,3647,
Ca21chr1_C_albicans_SC5314,976067,224,
Ca21chr1_C_albicans_SC5314,976291,4164,
Ca21chr1_C_albicans_SC5314,980455,51,
Ca21chr1_C_albicans_SC5314,980506,70,
Ca21chr1_C_albicans_SC5314,980576,895,
Ca21chr1_C_albicans_SC5314,981471,1714,
Ca21chr1_C_albicans_SC5314,983185,24,
Ca21chr1_C_albicans_SC5314,983209,1644,
Ca21chr1_C_albicans_SC5314,984853,414,
