Sample Name, Recombined Chromosome, Recombination Start Site (bp),, Recombination Event Length (bp),
MAY158.GT,Ca21chrR_C_albicans_SC5314,1478565,Ca21chrR_C_albicans_SC5314:1478565,122,
MAY157.GT,Ca21chr5_C_albicans_SC5314,580764,Ca21chr5_C_albicans_SC5314:580764,123,
MAY154.GT,Ca21chrR_C_albicans_SC5314,1899136,Ca21chrR_C_albicans_SC5314:1899136,124,
MAY156.GT,Ca21chrR_C_albicans_SC5314,1899136,Ca21chrR_C_albicans_SC5314:1899136,124,
MAY157.GT,Ca21chrR_C_albicans_SC5314,1899136,Ca21chrR_C_albicans_SC5314:1899136,124,
MAY158.GT,Ca21chrR_C_albicans_SC5314,1899136,Ca21chrR_C_albicans_SC5314:1899136,124,
MAY154.GT,Ca21chr3_C_albicans_SC5314,991379,Ca21chr3_C_albicans_SC5314:991379,125,
MAY157.GT,Ca21chr1_C_albicans_SC5314,2785520,Ca21chr1_C_albicans_SC5314:2785520,127,
MAY155.GT,Ca21chr6_C_albicans_SC5314,906884,Ca21chr6_C_albicans_SC5314:906884,130,
MAY157.GT,Ca21chr6_C_albicans_SC5314,579460,Ca21chr6_C_albicans_SC5314:579460,131,
MAY158.GT,Ca21chr2_C_albicans_SC5314,1381699,Ca21chr2_C_albicans_SC5314:1381699,137,
MAY157.GT,Ca21chr1_C_albicans_SC5314,1940140,Ca21chr1_C_albicans_SC5314:1940140,140,
MAY158.GT,Ca21chr1_C_albicans_SC5314,1940140,Ca21chr1_C_albicans_SC5314:1940140,140,
MAY155.GT,Ca21chr6_C_albicans_SC5314,160507,Ca21chr6_C_albicans_SC5314:160507,147,
MAY157.GT,Ca21chr6_C_albicans_SC5314,906901,Ca21chr6_C_albicans_SC5314:906901,147,
MAY158.GT,Ca21chr3_C_albicans_SC5314,1075194,Ca21chr3_C_albicans_SC5314:1075194,147,
MAY157.GT,Ca21chr3_C_albicans_SC5314,1207740,Ca21chr3_C_albicans_SC5314:1207740,148,
MAY158.GT,Ca21chr5_C_albicans_SC5314,599857,Ca21chr5_C_albicans_SC5314:599857,152,
MAY156.GT,Ca21chr3_C_albicans_SC5314,1499742,Ca21chr3_C_albicans_SC5314:1499742,153,
MAY157.GT,Ca21chr6_C_albicans_SC5314,571349,Ca21chr6_C_albicans_SC5314:571349,157,
MAY158.GT,Ca21chr6_C_albicans_SC5314,241404,Ca21chr6_C_albicans_SC5314:241404,158,
MAY154.GT,Ca21chrR_C_albicans_SC5314,560830,Ca21chrR_C_albicans_SC5314:560830,165,
MAY155.GT,Ca21chrR_C_albicans_SC5314,560830,Ca21chrR_C_albicans_SC5314:560830,165,
MAY156.GT,Ca21chrR_C_albicans_SC5314,560830,Ca21chrR_C_albicans_SC5314:560830,165,
MAY157.GT,Ca21chr1_C_albicans_SC5314,2227511,Ca21chr1_C_albicans_SC5314:2227511,165,
MAY158.GT,Ca21chrR_C_albicans_SC5314,560830,Ca21chrR_C_albicans_SC5314:560830,165,
MAY154.GT,Ca21chrR_C_albicans_SC5314,1378040,Ca21chrR_C_albicans_SC5314:1378040,168,
MAY155.GT,Ca21chrR_C_albicans_SC5314,1378040,Ca21chrR_C_albicans_SC5314:1378040,168,
MAY156.GT,Ca21chrR_C_albicans_SC5314,1378040,Ca21chrR_C_albicans_SC5314:1378040,168,
MAY154.GT,Ca21chr7_C_albicans_SC5314,277897,Ca21chr7_C_albicans_SC5314:277897,169,
MAY155.GT,Ca21chr7_C_albicans_SC5314,277897,Ca21chr7_C_albicans_SC5314:277897,169,
MAY156.GT,Ca21chr7_C_albicans_SC5314,277897,Ca21chr7_C_albicans_SC5314:277897,169,
MAY157.GT,Ca21chr7_C_albicans_SC5314,277897,Ca21chr7_C_albicans_SC5314:277897,169,
MAY158.GT,Ca21chr7_C_albicans_SC5314,277897,Ca21chr7_C_albicans_SC5314:277897,169,
MAY157.GT,Ca21chr3_C_albicans_SC5314,291198,Ca21chr3_C_albicans_SC5314:291198,171,
MAY154.GT,Ca21chr6_C_albicans_SC5314,571360,Ca21chr6_C_albicans_SC5314:571360,172,
MAY158.GT,Ca21chr4_C_albicans_SC5314,746171,Ca21chr4_C_albicans_SC5314:746171,173,
MAY154.GT,Ca21chr1_C_albicans_SC5314,2819579,Ca21chr1_C_albicans_SC5314:2819579,174,
MAY155.GT,Ca21chr1_C_albicans_SC5314,2819579,Ca21chr1_C_albicans_SC5314:2819579,174,
MAY156.GT,Ca21chr1_C_albicans_SC5314,2819579,Ca21chr1_C_albicans_SC5314:2819579,174,
MAY158.GT,Ca21chr1_C_albicans_SC5314,2819579,Ca21chr1_C_albicans_SC5314:2819579,174,
MAY154.GT,Ca21chr6_C_albicans_SC5314,247877,Ca21chr6_C_albicans_SC5314:247877,179,
MAY157.GT,Ca21chr6_C_albicans_SC5314,247877,Ca21chr6_C_albicans_SC5314:247877,179,
MAY154.GT,Ca21chr2_C_albicans_SC5314,2082724,Ca21chr2_C_albicans_SC5314:2082724,180,
MAY155.GT,Ca21chr2_C_albicans_SC5314,2082724,Ca21chr2_C_albicans_SC5314:2082724,180,
MAY158.GT,Ca21chr2_C_albicans_SC5314,924420,Ca21chr2_C_albicans_SC5314:924420,180,
MAY154.GT,Ca21chr2_C_albicans_SC5314,1965124,Ca21chr2_C_albicans_SC5314:1965124,181,
MAY155.GT,Ca21chr2_C_albicans_SC5314,1965124,Ca21chr2_C_albicans_SC5314:1965124,181,
MAY156.GT,Ca21chr2_C_albicans_SC5314,1965124,Ca21chr2_C_albicans_SC5314:1965124,181,
MAY158.GT,Ca21chr2_C_albicans_SC5314,1965124,Ca21chr2_C_albicans_SC5314:1965124,181,
MAY157.GT,Ca21chr3_C_albicans_SC5314,1123577,Ca21chr3_C_albicans_SC5314:1123577,182,
MAY155.GT,Ca21chr2_C_albicans_SC5314,2024762,Ca21chr2_C_albicans_SC5314:2024762,183,
MAY154.GT,Ca21chr7_C_albicans_SC5314,143481,Ca21chr7_C_albicans_SC5314:143481,184,
MAY155.GT,Ca21chr2_C_albicans_SC5314,928523,Ca21chr2_C_albicans_SC5314:928523,184,
MAY155.GT,Ca21chr7_C_albicans_SC5314,143481,Ca21chr7_C_albicans_SC5314:143481,184,
MAY156.GT,Ca21chr7_C_albicans_SC5314,143481,Ca21chr7_C_albicans_SC5314:143481,184,
MAY157.GT,Ca21chr7_C_albicans_SC5314,143481,Ca21chr7_C_albicans_SC5314:143481,184,
MAY158.GT,Ca21chr7_C_albicans_SC5314,143481,Ca21chr7_C_albicans_SC5314:143481,184,
MAY157.GT,Ca21chrR_C_albicans_SC5314,1431747,Ca21chrR_C_albicans_SC5314:1431747,187,
MAY156.GT,Ca21chrR_C_albicans_SC5314,2041632,Ca21chrR_C_albicans_SC5314:2041632,188,
MAY157.GT,Ca21chrR_C_albicans_SC5314,175750,Ca21chrR_C_albicans_SC5314:175750,188,
MAY158.GT,Ca21chrR_C_albicans_SC5314,2041632,Ca21chrR_C_albicans_SC5314:2041632,188,
MAY155.GT,Ca21chr7_C_albicans_SC5314,281192,Ca21chr7_C_albicans_SC5314:281192,189,
MAY156.GT,Ca21chr7_C_albicans_SC5314,281192,Ca21chr7_C_albicans_SC5314:281192,189,
MAY157.GT,Ca21chr7_C_albicans_SC5314,281192,Ca21chr7_C_albicans_SC5314:281192,189,
MAY157.GT,Ca21chr2_C_albicans_SC5314,466032,Ca21chr2_C_albicans_SC5314:466032,190,
MAY157.GT,Ca21chrR_C_albicans_SC5314,887111,Ca21chrR_C_albicans_SC5314:887111,190,
MAY158.GT,Ca21chr2_C_albicans_SC5314,466032,Ca21chr2_C_albicans_SC5314:466032,190,
MAY154.GT,Ca21chrR_C_albicans_SC5314,1137803,Ca21chrR_C_albicans_SC5314:1137803,191,
MAY158.GT,Ca21chrR_C_albicans_SC5314,1137803,Ca21chrR_C_albicans_SC5314:1137803,191,
MAY154.GT,Ca21chrR_C_albicans_SC5314,149762,Ca21chrR_C_albicans_SC5314:149762,196,
MAY155.GT,Ca21chrR_C_albicans_SC5314,149762,Ca21chrR_C_albicans_SC5314:149762,196,
MAY156.GT,Ca21chrR_C_albicans_SC5314,149762,Ca21chrR_C_albicans_SC5314:149762,196,
MAY158.GT,Ca21chrR_C_albicans_SC5314,149762,Ca21chrR_C_albicans_SC5314:149762,196,
MAY156.GT,Ca21chr1_C_albicans_SC5314,497772,Ca21chr1_C_albicans_SC5314:497772,198,
MAY154.GT,Ca21chr1_C_albicans_SC5314,1666814,Ca21chr1_C_albicans_SC5314:1666814,200,
MAY157.GT,Ca21chr1_C_albicans_SC5314,1666814,Ca21chr1_C_albicans_SC5314:1666814,200,
MAY155.GT,Ca21chr5_C_albicans_SC5314,170556,Ca21chr5_C_albicans_SC5314:170556,201,
MAY156.GT,Ca21chr5_C_albicans_SC5314,170556,Ca21chr5_C_albicans_SC5314:170556,201,
MAY156.GT,Ca21chrR_C_albicans_SC5314,1126769,Ca21chrR_C_albicans_SC5314:1126769,201,
MAY158.GT,Ca21chrR_C_albicans_SC5314,1126769,Ca21chrR_C_albicans_SC5314:1126769,201,
MAY156.GT,Ca21chrR_C_albicans_SC5314,2063601,Ca21chrR_C_albicans_SC5314:2063601,202,
MAY158.GT,Ca21chrR_C_albicans_SC5314,2063601,Ca21chrR_C_albicans_SC5314:2063601,202,
MAY154.GT,Ca21chrR_C_albicans_SC5314,2041617,Ca21chrR_C_albicans_SC5314:2041617,203,
MAY155.GT,Ca21chrR_C_albicans_SC5314,2041617,Ca21chrR_C_albicans_SC5314:2041617,203,
MAY155.GT,Ca21chr1_C_albicans_SC5314,2286407,Ca21chr1_C_albicans_SC5314:2286407,205,
MAY156.GT,Ca21chr1_C_albicans_SC5314,2286407,Ca21chr1_C_albicans_SC5314:2286407,205,
MAY157.GT,Ca21chr1_C_albicans_SC5314,2286407,Ca21chr1_C_albicans_SC5314:2286407,205,
MAY158.GT,Ca21chr1_C_albicans_SC5314,2286407,Ca21chr1_C_albicans_SC5314:2286407,205,
MAY156.GT,Ca21chr2_C_albicans_SC5314,2012150,Ca21chr2_C_albicans_SC5314:2012150,207,
MAY158.GT,Ca21chr2_C_albicans_SC5314,2012150,Ca21chr2_C_albicans_SC5314:2012150,207,
MAY158.GT,Ca21chr6_C_albicans_SC5314,242881,Ca21chr6_C_albicans_SC5314:242881,210,
MAY154.GT,Ca21chrR_C_albicans_SC5314,1121705,Ca21chrR_C_albicans_SC5314:1121705,212,
MAY155.GT,Ca21chrR_C_albicans_SC5314,1121705,Ca21chrR_C_albicans_SC5314:1121705,212,
MAY156.GT,Ca21chrR_C_albicans_SC5314,1121705,Ca21chrR_C_albicans_SC5314:1121705,212,
MAY158.GT,Ca21chrR_C_albicans_SC5314,1121705,Ca21chrR_C_albicans_SC5314:1121705,212,
MAY154.GT,Ca21chr3_C_albicans_SC5314,981887,Ca21chr3_C_albicans_SC5314:981887,213,
MAY155.GT,Ca21chr3_C_albicans_SC5314,981887,Ca21chr3_C_albicans_SC5314:981887,213,
MAY156.GT,Ca21chr3_C_albicans_SC5314,981887,Ca21chr3_C_albicans_SC5314:981887,213,
MAY155.GT,Ca21chr1_C_albicans_SC5314,2616432,Ca21chr1_C_albicans_SC5314:2616432,218,
MAY158.GT,Ca21chr2_C_albicans_SC5314,1883618,Ca21chr2_C_albicans_SC5314:1883618,218,
MAY157.GT,Ca21chr3_C_albicans_SC5314,1017781,Ca21chr3_C_albicans_SC5314:1017781,222,
MAY158.GT,Ca21chr4_C_albicans_SC5314,783816,Ca21chr4_C_albicans_SC5314:783816,223,
MAY154.GT,Ca21chrR_C_albicans_SC5314,1478792,Ca21chrR_C_albicans_SC5314:1478792,227,
MAY155.GT,Ca21chrR_C_albicans_SC5314,1478792,Ca21chrR_C_albicans_SC5314:1478792,227,
MAY156.GT,Ca21chrR_C_albicans_SC5314,1478792,Ca21chrR_C_albicans_SC5314:1478792,227,
MAY157.GT,Ca21chrR_C_albicans_SC5314,549618,Ca21chrR_C_albicans_SC5314:549618,227,
MAY158.GT,Ca21chrR_C_albicans_SC5314,1478792,Ca21chrR_C_albicans_SC5314:1478792,227,
MAY154.GT,Ca21chr7_C_albicans_SC5314,428855,Ca21chr7_C_albicans_SC5314:428855,229,
MAY157.GT,Ca21chr7_C_albicans_SC5314,428855,Ca21chr7_C_albicans_SC5314:428855,229,
MAY154.GT,Ca21chr1_C_albicans_SC5314,348865,Ca21chr1_C_albicans_SC5314:348865,230,
MAY155.GT,Ca21chr1_C_albicans_SC5314,348865,Ca21chr1_C_albicans_SC5314:348865,230,
MAY156.GT,Ca21chr1_C_albicans_SC5314,348865,Ca21chr1_C_albicans_SC5314:348865,230,
MAY157.GT,Ca21chr5_C_albicans_SC5314,404645,Ca21chr5_C_albicans_SC5314:404645,230,
MAY155.GT,Ca21chr1_C_albicans_SC5314,1357735,Ca21chr1_C_albicans_SC5314:1357735,232,
MAY157.GT,Ca21chr1_C_albicans_SC5314,1357735,Ca21chr1_C_albicans_SC5314:1357735,232,
MAY154.GT,Ca21chrR_C_albicans_SC5314,626994,Ca21chrR_C_albicans_SC5314:626994,233,
MAY155.GT,Ca21chrR_C_albicans_SC5314,626994,Ca21chrR_C_albicans_SC5314:626994,233,
MAY156.GT,Ca21chrR_C_albicans_SC5314,626994,Ca21chrR_C_albicans_SC5314:626994,233,
MAY158.GT,Ca21chrR_C_albicans_SC5314,626994,Ca21chrR_C_albicans_SC5314:626994,233,
MAY155.GT,Ca21chr7_C_albicans_SC5314,323008,Ca21chr7_C_albicans_SC5314:323008,235,
MAY156.GT,Ca21chr7_C_albicans_SC5314,323008,Ca21chr7_C_albicans_SC5314:323008,235,
MAY158.GT,Ca21chr7_C_albicans_SC5314,65693,Ca21chr7_C_albicans_SC5314:65693,239,
MAY154.GT,Ca21chrR_C_albicans_SC5314,1478443,Ca21chrR_C_albicans_SC5314:1478443,242,
MAY155.GT,Ca21chrR_C_albicans_SC5314,1478443,Ca21chrR_C_albicans_SC5314:1478443,242,
MAY156.GT,Ca21chrR_C_albicans_SC5314,1478443,Ca21chrR_C_albicans_SC5314:1478443,242,
MAY158.GT,Ca21chrR_C_albicans_SC5314,1478443,Ca21chrR_C_albicans_SC5314:1478443,242,
MAY158.GT,Ca21chr4_C_albicans_SC5314,580583,Ca21chr4_C_albicans_SC5314:580583,243,
MAY157.GT,Ca21chr6_C_albicans_SC5314,666399,Ca21chr6_C_albicans_SC5314:666399,244,
MAY154.GT,Ca21chr6_C_albicans_SC5314,725557,Ca21chr6_C_albicans_SC5314:725557,247,
MAY154.GT,Ca21chrR_C_albicans_SC5314,266354,Ca21chrR_C_albicans_SC5314:266354,249,
MAY155.GT,Ca21chrR_C_albicans_SC5314,266354,Ca21chrR_C_albicans_SC5314:266354,249,
MAY156.GT,Ca21chrR_C_albicans_SC5314,266354,Ca21chrR_C_albicans_SC5314:266354,249,
MAY157.GT,Ca21chr1_C_albicans_SC5314,441626,Ca21chr1_C_albicans_SC5314:441626,249,
MAY157.GT,Ca21chrR_C_albicans_SC5314,266354,Ca21chrR_C_albicans_SC5314:266354,249,
MAY155.GT,Ca21chr6_C_albicans_SC5314,586872,Ca21chr6_C_albicans_SC5314:586872,252,
MAY156.GT,Ca21chr1_C_albicans_SC5314,2234503,Ca21chr1_C_albicans_SC5314:2234503,254,
MAY154.GT,Ca21chr1_C_albicans_SC5314,143818,Ca21chr1_C_albicans_SC5314:143818,255,
MAY156.GT,Ca21chr1_C_albicans_SC5314,143818,Ca21chr1_C_albicans_SC5314:143818,255,
MAY158.GT,Ca21chr4_C_albicans_SC5314,946910,Ca21chr4_C_albicans_SC5314:946910,255,
MAY154.GT,Ca21chr1_C_albicans_SC5314,1650992,Ca21chr1_C_albicans_SC5314:1650992,256,
MAY155.GT,Ca21chr1_C_albicans_SC5314,1650992,Ca21chr1_C_albicans_SC5314:1650992,256,
MAY157.GT,Ca21chr1_C_albicans_SC5314,1650992,Ca21chr1_C_albicans_SC5314:1650992,256,
MAY157.GT,Ca21chr3_C_albicans_SC5314,511756,Ca21chr3_C_albicans_SC5314:511756,265,
MAY154.GT,Ca21chr3_C_albicans_SC5314,731692,Ca21chr3_C_albicans_SC5314:731692,266,
MAY155.GT,Ca21chr3_C_albicans_SC5314,731692,Ca21chr3_C_albicans_SC5314:731692,266,
MAY156.GT,Ca21chr3_C_albicans_SC5314,731692,Ca21chr3_C_albicans_SC5314:731692,266,
MAY155.GT,Ca21chr1_C_albicans_SC5314,1561936,Ca21chr1_C_albicans_SC5314:1561936,269,
MAY157.GT,Ca21chr1_C_albicans_SC5314,1561936,Ca21chr1_C_albicans_SC5314:1561936,269,
MAY158.GT,Ca21chr1_C_albicans_SC5314,1561936,Ca21chr1_C_albicans_SC5314:1561936,269,
MAY157.GT,Ca21chr1_C_albicans_SC5314,2785647,Ca21chr1_C_albicans_SC5314:2785647,270,
MAY154.GT,Ca21chrR_C_albicans_SC5314,1161042,Ca21chrR_C_albicans_SC5314:1161042,272,
MAY155.GT,Ca21chrR_C_albicans_SC5314,1161042,Ca21chrR_C_albicans_SC5314:1161042,272,
MAY157.GT,Ca21chrR_C_albicans_SC5314,1161042,Ca21chrR_C_albicans_SC5314:1161042,272,
MAY157.GT,Ca21chr3_C_albicans_SC5314,477373,Ca21chr3_C_albicans_SC5314:477373,274,
MAY157.GT,Ca21chr6_C_albicans_SC5314,537977,Ca21chr6_C_albicans_SC5314:537977,280,
MAY157.GT,Ca21chrR_C_albicans_SC5314,1473848,Ca21chrR_C_albicans_SC5314:1473848,280,
MAY155.GT,Ca21chr1_C_albicans_SC5314,1940519,Ca21chr1_C_albicans_SC5314:1940519,281,
MAY156.GT,Ca21chr1_C_albicans_SC5314,1940519,Ca21chr1_C_albicans_SC5314:1940519,281,
MAY154.GT,Ca21chr1_C_albicans_SC5314,1208422,Ca21chr1_C_albicans_SC5314:1208422,289,
MAY157.GT,Ca21chr3_C_albicans_SC5314,1218704,Ca21chr3_C_albicans_SC5314:1218704,289,
MAY155.GT,Ca21chr3_C_albicans_SC5314,1610620,Ca21chr3_C_albicans_SC5314:1610620,292,
MAY154.GT,Ca21chr7_C_albicans_SC5314,566470,Ca21chr7_C_albicans_SC5314:566470,293,
MAY155.GT,Ca21chr7_C_albicans_SC5314,566470,Ca21chr7_C_albicans_SC5314:566470,293,
MAY156.GT,Ca21chr7_C_albicans_SC5314,566470,Ca21chr7_C_albicans_SC5314:566470,293,
MAY157.GT,Ca21chr7_C_albicans_SC5314,566470,Ca21chr7_C_albicans_SC5314:566470,293,
MAY158.GT,Ca21chr7_C_albicans_SC5314,566470,Ca21chr7_C_albicans_SC5314:566470,293,
MAY158.GT,Ca21chr4_C_albicans_SC5314,500913,Ca21chr4_C_albicans_SC5314:500913,298,
MAY154.GT,Ca21chr1_C_albicans_SC5314,2641399,Ca21chr1_C_albicans_SC5314:2641399,299,
MAY155.GT,Ca21chr1_C_albicans_SC5314,2641399,Ca21chr1_C_albicans_SC5314:2641399,299,
MAY156.GT,Ca21chr1_C_albicans_SC5314,2641399,Ca21chr1_C_albicans_SC5314:2641399,299,
MAY157.GT,Ca21chr1_C_albicans_SC5314,2641399,Ca21chr1_C_albicans_SC5314:2641399,299,
MAY158.GT,Ca21chr1_C_albicans_SC5314,2641399,Ca21chr1_C_albicans_SC5314:2641399,299,
MAY158.GT,Ca21chr2_C_albicans_SC5314,348272,Ca21chr2_C_albicans_SC5314:348272,300,
MAY155.GT,Ca21chr2_C_albicans_SC5314,1102705,Ca21chr2_C_albicans_SC5314:1102705,307,
MAY154.GT,Ca21chr1_C_albicans_SC5314,2625451,Ca21chr1_C_albicans_SC5314:2625451,308,
MAY155.GT,Ca21chr1_C_albicans_SC5314,369,Ca21chr1_C_albicans_SC5314:369,308,
MAY155.GT,Ca21chr1_C_albicans_SC5314,2625451,Ca21chr1_C_albicans_SC5314:2625451,308,
MAY156.GT,Ca21chr1_C_albicans_SC5314,369,Ca21chr1_C_albicans_SC5314:369,308,
MAY156.GT,Ca21chr1_C_albicans_SC5314,2625451,Ca21chr1_C_albicans_SC5314:2625451,308,
MAY157.GT,Ca21chr1_C_albicans_SC5314,369,Ca21chr1_C_albicans_SC5314:369,308,
MAY158.GT,Ca21chr1_C_albicans_SC5314,2625451,Ca21chr1_C_albicans_SC5314:2625451,308,
MAY157.GT,Ca21chr1_C_albicans_SC5314,571420,Ca21chr1_C_albicans_SC5314:571420,313,
MAY154.GT,Ca21chr1_C_albicans_SC5314,348043,Ca21chr1_C_albicans_SC5314:348043,314,
MAY155.GT,Ca21chr1_C_albicans_SC5314,348043,Ca21chr1_C_albicans_SC5314:348043,314,
MAY156.GT,Ca21chr1_C_albicans_SC5314,348043,Ca21chr1_C_albicans_SC5314:348043,314,
MAY154.GT,Ca21chr2_C_albicans_SC5314,1316720,Ca21chr2_C_albicans_SC5314:1316720,319,
MAY157.GT,Ca21chr6_C_albicans_SC5314,685421,Ca21chr6_C_albicans_SC5314:685421,319,
MAY158.GT,Ca21chr2_C_albicans_SC5314,1316720,Ca21chr2_C_albicans_SC5314:1316720,319,
MAY158.GT,Ca21chr6_C_albicans_SC5314,685421,Ca21chr6_C_albicans_SC5314:685421,319,
MAY154.GT,Ca21chr1_C_albicans_SC5314,833467,Ca21chr1_C_albicans_SC5314:833467,323,
MAY155.GT,Ca21chr1_C_albicans_SC5314,2819255,Ca21chr1_C_albicans_SC5314:2819255,324,
MAY156.GT,Ca21chr6_C_albicans_SC5314,855614,Ca21chr6_C_albicans_SC5314:855614,327,
MAY157.GT,Ca21chrR_C_albicans_SC5314,533387,Ca21chrR_C_albicans_SC5314:533387,328,
MAY155.GT,Ca21chrR_C_albicans_SC5314,2045043,Ca21chrR_C_albicans_SC5314:2045043,331,
MAY157.GT,Ca21chrR_C_albicans_SC5314,2045043,Ca21chrR_C_albicans_SC5314:2045043,331,
MAY154.GT,Ca21chr1_C_albicans_SC5314,3057252,Ca21chr1_C_albicans_SC5314:3057252,332,
MAY156.GT,Ca21chr1_C_albicans_SC5314,3057252,Ca21chr1_C_albicans_SC5314:3057252,332,
MAY158.GT,Ca21chr1_C_albicans_SC5314,3057252,Ca21chr1_C_albicans_SC5314:3057252,332,
MAY154.GT,Ca21chrR_C_albicans_SC5314,641913,Ca21chrR_C_albicans_SC5314:641913,333,
MAY156.GT,Ca21chr6_C_albicans_SC5314,571360,Ca21chr6_C_albicans_SC5314:571360,333,
MAY157.GT,Ca21chrR_C_albicans_SC5314,641913,Ca21chrR_C_albicans_SC5314:641913,333,
MAY156.GT,Ca21chrR_C_albicans_SC5314,1512578,Ca21chrR_C_albicans_SC5314:1512578,336,
MAY158.GT,Ca21chr2_C_albicans_SC5314,2130336,Ca21chr2_C_albicans_SC5314:2130336,336,
MAY155.GT,Ca21chr3_C_albicans_SC5314,1121177,Ca21chr3_C_albicans_SC5314:1121177,339,
MAY156.GT,Ca21chr3_C_albicans_SC5314,1121177,Ca21chr3_C_albicans_SC5314:1121177,339,
MAY154.GT,Ca21chr6_C_albicans_SC5314,820780,Ca21chr6_C_albicans_SC5314:820780,342,
MAY156.GT,Ca21chr6_C_albicans_SC5314,820780,Ca21chr6_C_albicans_SC5314:820780,342,
MAY157.GT,Ca21chr6_C_albicans_SC5314,820780,Ca21chr6_C_albicans_SC5314:820780,342,
MAY155.GT,Ca21chr1_C_albicans_SC5314,2818910,Ca21chr1_C_albicans_SC5314:2818910,345,
MAY155.GT,Ca21chrR_C_albicans_SC5314,1841719,Ca21chrR_C_albicans_SC5314:1841719,345,
MAY155.GT,Ca21chr1_C_albicans_SC5314,3057234,Ca21chr1_C_albicans_SC5314:3057234,350,
MAY156.GT,Ca21chr6_C_albicans_SC5314,475543,Ca21chr6_C_albicans_SC5314:475543,359,
MAY158.GT,Ca21chr5_C_albicans_SC5314,223533,Ca21chr5_C_albicans_SC5314:223533,359,
MAY157.GT,Ca21chr1_C_albicans_SC5314,370957,Ca21chr1_C_albicans_SC5314:370957,360,
MAY158.GT,Ca21chr5_C_albicans_SC5314,390448,Ca21chr5_C_albicans_SC5314:390448,360,
MAY156.GT,Ca21chr7_C_albicans_SC5314,921897,Ca21chr7_C_albicans_SC5314:921897,367,
MAY154.GT,Ca21chr1_C_albicans_SC5314,1256253,Ca21chr1_C_albicans_SC5314:1256253,368,
MAY156.GT,Ca21chr1_C_albicans_SC5314,1256253,Ca21chr1_C_albicans_SC5314:1256253,368,
MAY157.GT,Ca21chr1_C_albicans_SC5314,2224245,Ca21chr1_C_albicans_SC5314:2224245,368,
MAY155.GT,Ca21chr7_C_albicans_SC5314,921893,Ca21chr7_C_albicans_SC5314:921893,371,
MAY156.GT,Ca21chr3_C_albicans_SC5314,1642856,Ca21chr3_C_albicans_SC5314:1642856,374,
MAY157.GT,Ca21chr1_C_albicans_SC5314,1256260,Ca21chr1_C_albicans_SC5314:1256260,375,
MAY154.GT,Ca21chr3_C_albicans_SC5314,750827,Ca21chr3_C_albicans_SC5314:750827,377,
MAY155.GT,Ca21chr3_C_albicans_SC5314,750827,Ca21chr3_C_albicans_SC5314:750827,377,
MAY156.GT,Ca21chr3_C_albicans_SC5314,750827,Ca21chr3_C_albicans_SC5314:750827,377,
MAY158.GT,Ca21chr6_C_albicans_SC5314,244730,Ca21chr6_C_albicans_SC5314:244730,379,
MAY154.GT,Ca21chr1_C_albicans_SC5314,3024376,Ca21chr1_C_albicans_SC5314:3024376,380,
MAY156.GT,Ca21chr1_C_albicans_SC5314,3024376,Ca21chr1_C_albicans_SC5314:3024376,380,
MAY157.GT,Ca21chr1_C_albicans_SC5314,3024376,Ca21chr1_C_albicans_SC5314:3024376,380,
MAY157.GT,Ca21chr5_C_albicans_SC5314,406342,Ca21chr5_C_albicans_SC5314:406342,380,
MAY158.GT,Ca21chr1_C_albicans_SC5314,3024376,Ca21chr1_C_albicans_SC5314:3024376,380,
MAY155.GT,Ca21chrR_C_albicans_SC5314,608058,Ca21chrR_C_albicans_SC5314:608058,383,
MAY156.GT,Ca21chrR_C_albicans_SC5314,608058,Ca21chrR_C_albicans_SC5314:608058,383,
MAY154.GT,Ca21chr3_C_albicans_SC5314,162275,Ca21chr3_C_albicans_SC5314:162275,389,
MAY156.GT,Ca21chr3_C_albicans_SC5314,162275,Ca21chr3_C_albicans_SC5314:162275,389,
MAY157.GT,Ca21chr3_C_albicans_SC5314,162275,Ca21chr3_C_albicans_SC5314:162275,389,
MAY154.GT,Ca21chr6_C_albicans_SC5314,839094,Ca21chr6_C_albicans_SC5314:839094,392,
MAY155.GT,Ca21chr6_C_albicans_SC5314,839094,Ca21chr6_C_albicans_SC5314:839094,392,
MAY156.GT,Ca21chr6_C_albicans_SC5314,839094,Ca21chr6_C_albicans_SC5314:839094,392,
MAY158.GT,Ca21chr6_C_albicans_SC5314,839094,Ca21chr6_C_albicans_SC5314:839094,392,
MAY154.GT,Ca21chr1_C_albicans_SC5314,1021663,Ca21chr1_C_albicans_SC5314:1021663,396,
MAY155.GT,Ca21chr1_C_albicans_SC5314,1021663,Ca21chr1_C_albicans_SC5314:1021663,396,
MAY157.GT,Ca21chr1_C_albicans_SC5314,1021663,Ca21chr1_C_albicans_SC5314:1021663,396,
MAY158.GT,Ca21chr1_C_albicans_SC5314,1021663,Ca21chr1_C_albicans_SC5314:1021663,396,
MAY155.GT,Ca21chrR_C_albicans_SC5314,1138015,Ca21chrR_C_albicans_SC5314:1138015,403,
MAY156.GT,Ca21chrR_C_albicans_SC5314,1138015,Ca21chrR_C_albicans_SC5314:1138015,403,
MAY157.GT,Ca21chr2_C_albicans_SC5314,1917001,Ca21chr2_C_albicans_SC5314:1917001,413,
MAY158.GT,Ca21chr6_C_albicans_SC5314,241981,Ca21chr6_C_albicans_SC5314:241981,413,
