Sample Name, Recombined Chromosome, Recombination Start Site (bp), Recombination Event Length (bp)
P6xSC_P20_B7_144,Ca21chr6_C_albicans_SC5314,217785,13299
P6xSC_P20_B7_144,Ca21chr6_C_albicans_SC5314,204486,204486
P6xSC_P21_B8_116,Ca21chr1_C_albicans_SC5314,1615837,1569163
P6xSC_P21_B8_116,Ca21chr3_C_albicans_SC5314,1067556,727444
P6xSC_P21_B8_116,Ca21chr4_C_albicans_SC5314,952236,952236
P6xSC_P21_B8_116,Ca21chr4_C_albicans_SC5314,1111362,488638
P6xSC_P21_B8_116,Ca21chr5_C_albicans_SC5314,410808,410808
P6xSC_P21_B8_116,Ca21chr5_C_albicans_SC5314,559933,630067
P6xSC_P21_B8_116,Ca21chr6_C_albicans_SC5314,891058,891058
P6xSC_P21_B8_116,Ca21chr6_C_albicans_SC5314,997576,32424
P6xSC_P21_B8_116,Ca21chr7_C_albicans_SC5314,369500,369500
P6xSC_P21_B8_116,Ca21chrR_C_albicans_SC5314,1450462,1450462
P6xSC_P21_B8_116,Ca21chrR_C_albicans_SC5314,1866468,418532
P6xSC_P23_B10_144,Ca21chr3_C_albicans_SC5314,930422,864578
P6xSC_P23_B10_144,Ca21chr4_C_albicans_SC5314,952236,952236
P6xSC_P23_B10_144,Ca21chr4_C_albicans_SC5314,1005224,594776
P6xSC_P23_B10_144,Ca21chr5_C_albicans_SC5314,426284,426284
P6xSC_P23_B10_144,Ca21chr5_C_albicans_SC5314,538142,651858
P6xSC_P23_B10_144,Ca21chr6_C_albicans_SC5314,891058,891058
P6xSC_P23_B10_144,Ca21chr7_C_albicans_SC5314,369500,369500
P6xSC_P24_B11_156,Ca21chr1_C_albicans_SC5314,1615837,1569163
P6xSC_P24_B11_156,Ca21chr3_C_albicans_SC5314,1029732,765268
P6xSC_P24_B11_156,Ca21chr4_C_albicans_SC5314,952236,952236
P6xSC_P24_B11_156,Ca21chr4_C_albicans_SC5314,1005224,594776
P6xSC_P24_B11_156,Ca21chr5_C_albicans_SC5314,410808,410808
P6xSC_P24_B11_156,Ca21chr6_C_albicans_SC5314,891058,891058
P6xSC_P24_B11_156,Ca21chr7_C_albicans_SC5314,369500,369500
P6xSC_P25_B12_118,Ca21chr1_C_albicans_SC5314,1545856,1545856
P6xSC_P25_B12_118,Ca21chr2_C_albicans_SC5314,369569,73082
P6xSC_P25_B12_118,Ca21chr2_C_albicans_SC5314,296487,296487
P6xSC_P25_B12_118,Ca21chr3_C_albicans_SC5314,742601,742601
P6xSC_P25_B12_118,Ca21chr3_C_albicans_SC5314,920351,874649
P6xSC_P25_B12_118,Ca21chr4_C_albicans_SC5314,962309,962309
P6xSC_P25_B12_118,Ca21chr4_C_albicans_SC5314,1005224,594776
P6xSC_P25_B12_118,Ca21chr6_C_albicans_SC5314,217785,13299
P6xSC_P25_B12_118,Ca21chr6_C_albicans_SC5314,204486,204486
P6xSC_P26_C1_198,Ca21chr3_C_albicans_SC5314,903993,891007
P6xSC_P26_C1_198,Ca21chr4_C_albicans_SC5314,1005224,594776
P6xSC_P26_C1_198,Ca21chr6_C_albicans_SC5314,217785,13299
P6xSC_P26_C1_198,Ca21chr6_C_albicans_SC5314,204486,204486
P6xSC_P27_C2_182,Ca21chr3_C_albicans_SC5314,903993,891007
P6xSC_P27_C2_182,Ca21chr4_C_albicans_SC5314,962309,631924
P6xSC_P27_C2_182,Ca21chr4_C_albicans_SC5314,330385,106462
P6xSC_P27_C2_182,Ca21chr4_C_albicans_SC5314,223923,223923
P6xSC_P27_C2_182,Ca21chr4_C_albicans_SC5314,1005224,594776
P6xSC_P27_C2_182,Ca21chr6_C_albicans_SC5314,217785,13299
P6xSC_P27_C2_182,Ca21chr6_C_albicans_SC5314,204486,204486
P6xSC_P28_C3_166,Ca21chr3_C_albicans_SC5314,742601,742601
P6xSC_P28_C3_166,Ca21chr3_C_albicans_SC5314,903993,891007
P6xSC_P28_C3_166,Ca21chr4_C_albicans_SC5314,1005224,582794
P6xSC_P28_C3_166,Ca21chr4_C_albicans_SC5314,1588018,11982
P6xSC_P28_C3_166,Ca21chr6_C_albicans_SC5314,217785,13299
P6xSC_P28_C3_166,Ca21chr6_C_albicans_SC5314,204486,204486
P6xSC_P28_C3_166,Ca21chrR_C_albicans_SC5314,1857047,427953
P6xSC_P29_C4_150,Ca21chr3_C_albicans_SC5314,930763,864237
P6xSC_P29_C4_150,Ca21chr4_C_albicans_SC5314,952236,952236
P6xSC_P29_C4_150,Ca21chr4_C_albicans_SC5314,1005224,594776
P6xSC_P29_C4_150,Ca21chr5_C_albicans_SC5314,410808,410808
P6xSC_P29_C4_150,Ca21chr5_C_albicans_SC5314,538142,651858
P6xSC_P29_C4_150,Ca21chr7_C_albicans_SC5314,369500,369500
P6xSC_P2_A1_194,Ca21chr2_C_albicans_SC5314,369569,73082
P6xSC_P2_A1_194,Ca21chr2_C_albicans_SC5314,296487,296487
P6xSC_P2_A1_194,Ca21chr3_C_albicans_SC5314,742601,742601
P6xSC_P2_A1_194,Ca21chr3_C_albicans_SC5314,920351,874649
P6xSC_P2_A1_194,Ca21chr4_C_albicans_SC5314,1005224,582794
P6xSC_P2_A1_194,Ca21chr4_C_albicans_SC5314,1588018,11982
P6xSC_P2_A1_194,Ca21chr6_C_albicans_SC5314,217785,13299
P6xSC_P2_A1_194,Ca21chr6_C_albicans_SC5314,204486,204486
P6xSC_P31_C6_132,Ca21chr1_C_albicans_SC5314,1615837,584410
P6xSC_P31_C6_132,Ca21chr1_C_albicans_SC5314,2200247,10208
P6xSC_P31_C6_132,Ca21chr1_C_albicans_SC5314,2210455,974545
P6xSC_P31_C6_132,Ca21chr3_C_albicans_SC5314,1029732,765268
P6xSC_P31_C6_132,Ca21chr4_C_albicans_SC5314,952236,952236
P6xSC_P31_C6_132,Ca21chr4_C_albicans_SC5314,1005224,594776
P6xSC_P31_C6_132,Ca21chr5_C_albicans_SC5314,529310,660690
P6xSC_P31_C6_132,Ca21chr6_C_albicans_SC5314,891058,891058
P6xSC_P31_C6_132,Ca21chr6_C_albicans_SC5314,997576,32424
P6xSC_P31_C6_132,Ca21chr7_C_albicans_SC5314,369500,369500
P6xSC_P31_C6_132,Ca21chrR_C_albicans_SC5314,1450462,1450462
P6xSC_P31_C6_132,Ca21chrR_C_albicans_SC5314,1866468,418532
P6xSC_P32_C7_160,Ca21chr1_C_albicans_SC5314,1615837,1569163
P6xSC_P32_C7_160,Ca21chr3_C_albicans_SC5314,1029732,765268
P6xSC_P32_C7_160,Ca21chr4_C_albicans_SC5314,952236,952236
P6xSC_P32_C7_160,Ca21chr4_C_albicans_SC5314,1005224,594776
P6xSC_P32_C7_160,Ca21chr5_C_albicans_SC5314,410808,410808
P6xSC_P32_C7_160,Ca21chr5_C_albicans_SC5314,529310,660690
P6xSC_P32_C7_160,Ca21chr6_C_albicans_SC5314,891058,891058
P6xSC_P32_C7_160,Ca21chr7_C_albicans_SC5314,369500,369500
P6xSC_P32_C7_160,Ca21chrR_C_albicans_SC5314,1672229,1672229
P6xSC_P33_C8_118,Ca21chr1_C_albicans_SC5314,2200247,10208
P6xSC_P33_C8_118,Ca21chr1_C_albicans_SC5314,2210455,974545
P6xSC_P33_C8_118,Ca21chr3_C_albicans_SC5314,930422,864578
P6xSC_P33_C8_118,Ca21chr4_C_albicans_SC5314,952236,952236
P6xSC_P33_C8_118,Ca21chr4_C_albicans_SC5314,1005224,594776
P6xSC_P33_C8_118,Ca21chr5_C_albicans_SC5314,426284,426284
P6xSC_P33_C8_118,Ca21chr5_C_albicans_SC5314,538142,651858
P6xSC_P33_C8_118,Ca21chr6_C_albicans_SC5314,217785,13299
P6xSC_P33_C8_118,Ca21chr6_C_albicans_SC5314,204486,204486
P6xSC_P34_C9_132,Ca21chr1_C_albicans_SC5314,1972997,15809
P6xSC_P34_C9_132,Ca21chr1_C_albicans_SC5314,1988806,211441
P6xSC_P34_C9_132,Ca21chr1_C_albicans_SC5314,2200247,10208
P6xSC_P34_C9_132,Ca21chr1_C_albicans_SC5314,2210455,974545
P6xSC_P34_C9_132,Ca21chr3_C_albicans_SC5314,930763,864237
P6xSC_P34_C9_132,Ca21chr4_C_albicans_SC5314,952236,952236
P6xSC_P34_C9_132,Ca21chr4_C_albicans_SC5314,1005224,594776
P6xSC_P34_C9_132,Ca21chr5_C_albicans_SC5314,410808,410808
P6xSC_P34_C9_132,Ca21chr6_C_albicans_SC5314,217785,13299
P6xSC_P34_C9_132,Ca21chr6_C_albicans_SC5314,204486,204486
P6xSC_P35_C10_146,Ca21chr1_C_albicans_SC5314,1615837,1569163
P6xSC_P35_C10_146,Ca21chr3_C_albicans_SC5314,930763,864237
P6xSC_P35_C10_146,Ca21chr4_C_albicans_SC5314,952236,952236
P6xSC_P35_C10_146,Ca21chr4_C_albicans_SC5314,1005224,594776
P6xSC_P35_C10_146,Ca21chr5_C_albicans_SC5314,410808,410808
P6xSC_P35_C10_146,Ca21chr6_C_albicans_SC5314,891058,673273
P6xSC_P35_C10_146,Ca21chr6_C_albicans_SC5314,217785,13299
P6xSC_P35_C10_146,Ca21chr6_C_albicans_SC5314,204486,204486
P6xSC_P35_C10_146,Ca21chr6_C_albicans_SC5314,997576,32424
P6xSC_P35_C10_146,Ca21chr7_C_albicans_SC5314,369500,369500
P6xSC_P35_C10_146,Ca21chrR_C_albicans_SC5314,1672229,1672229
P6xSC_P36_C11_158,Ca21chr1_C_albicans_SC5314,1615837,1569163
P6xSC_P36_C11_158,Ca21chr3_C_albicans_SC5314,1029732,765268
P6xSC_P36_C11_158,Ca21chr4_C_albicans_SC5314,952236,952236
P6xSC_P36_C11_158,Ca21chr4_C_albicans_SC5314,1005224,594776
P6xSC_P36_C11_158,Ca21chr5_C_albicans_SC5314,410808,410808
P6xSC_P36_C11_158,Ca21chr5_C_albicans_SC5314,538142,651858
P6xSC_P36_C11_158,Ca21chr6_C_albicans_SC5314,891058,891058
P6xSC_P36_C11_158,Ca21chr7_C_albicans_SC5314,369500,369500
P6xSC_P36_C11_158,Ca21chrR_C_albicans_SC5314,1672229,1672229
P6xSC_P36_C11_158,Ca21chrR_C_albicans_SC5314,1857047,427953
P6xSC_P37_C12_120,Ca21chr3_C_albicans_SC5314,742601,742601
P6xSC_P37_C12_120,Ca21chr3_C_albicans_SC5314,1029732,765268
P6xSC_P37_C12_120,Ca21chr4_C_albicans_SC5314,952236,952236
P6xSC_P37_C12_120,Ca21chr4_C_albicans_SC5314,1005224,594776
P6xSC_P37_C12_120,Ca21chr5_C_albicans_SC5314,426284,426284
P6xSC_P37_C12_120,Ca21chr5_C_albicans_SC5314,538142,651858
P6xSC_P37_C12_120,Ca21chr6_C_albicans_SC5314,217785,13299
P6xSC_P37_C12_120,Ca21chr6_C_albicans_SC5314,204486,204486
P6xSC_P37_C12_120,Ca21chr7_C_albicans_SC5314,369500,369500
P6xSC_P37_C12_120,Ca21chrR_C_albicans_SC5314,1672229,1672229
P6xSC_P38_D1_200,Ca21chr3_C_albicans_SC5314,930763,864237
P6xSC_P38_D1_200,Ca21chr4_C_albicans_SC5314,952236,952236
P6xSC_P38_D1_200,Ca21chr4_C_albicans_SC5314,1005224,594776
P6xSC_P38_D1_200,Ca21chr5_C_albicans_SC5314,426284,426284
P6xSC_P38_D1_200,Ca21chr5_C_albicans_SC5314,559933,630067
P6xSC_P38_D1_200,Ca21chr6_C_albicans_SC5314,891058,891058
P6xSC_P38_D1_200,Ca21chrR_C_albicans_SC5314,1672229,1672229
P6xSC_P39_D2_184,Ca21chr1_C_albicans_SC5314,1615837,1569163
P6xSC_P39_D2_184,Ca21chr2_C_albicans_SC5314,897252,12896
P6xSC_P39_D2_184,Ca21chr2_C_albicans_SC5314,884356,884356
P6xSC_P39_D2_184,Ca21chr3_C_albicans_SC5314,1029732,765268
P6xSC_P39_D2_184,Ca21chr4_C_albicans_SC5314,952236,952236
P6xSC_P39_D2_184,Ca21chr4_C_albicans_SC5314,1005224,594776
P6xSC_P39_D2_184,Ca21chr5_C_albicans_SC5314,410808,410808
P6xSC_P39_D2_184,Ca21chr6_C_albicans_SC5314,891058,891058
P6xSC_P39_D2_184,Ca21chr7_C_albicans_SC5314,369500,369500
P6xSC_P39_D2_184,Ca21chrR_C_albicans_SC5314,1672229,1672229
P6xSC_P3_A2_178,Ca21chr3_C_albicans_SC5314,903993,891007
P6xSC_P3_A2_178,Ca21chr6_C_albicans_SC5314,217785,13299
P6xSC_P3_A2_178,Ca21chr6_C_albicans_SC5314,204486,204486
P6xSC_P41_D4_152,Ca21chr1_C_albicans_SC5314,1615837,1569163
P6xSC_P41_D4_152,Ca21chr3_C_albicans_SC5314,1029732,765268
P6xSC_P41_D4_152,Ca21chr4_C_albicans_SC5314,952236,952236
P6xSC_P41_D4_152,Ca21chr4_C_albicans_SC5314,1005224,594776
P6xSC_P41_D4_152,Ca21chr6_C_albicans_SC5314,891058,891058
P6xSC_P41_D4_152,Ca21chr7_C_albicans_SC5314,369500,369500
P6xSC_P41_D4_152,Ca21chrR_C_albicans_SC5314,1672229,1672229
P6xSC_P41_D4_152,Ca21chrR_C_albicans_SC5314,1866468,418532
P6xSC_P42_D5_120,Ca21chr1_C_albicans_SC5314,2200247,10208
P6xSC_P42_D5_120,Ca21chr1_C_albicans_SC5314,2210455,974545
P6xSC_P42_D5_120,Ca21chr3_C_albicans_SC5314,930763,864237
P6xSC_P42_D5_120,Ca21chr4_C_albicans_SC5314,962309,962309
P6xSC_P42_D5_120,Ca21chr4_C_albicans_SC5314,1005224,594776
P6xSC_P42_D5_120,Ca21chr5_C_albicans_SC5314,410808,410808
P6xSC_P42_D5_120,Ca21chr6_C_albicans_SC5314,217785,13299
P6xSC_P42_D5_120,Ca21chr6_C_albicans_SC5314,204486,204486
P6xSC_P43_D6_134,Ca21chr1_C_albicans_SC5314,1615837,1569163
P6xSC_P43_D6_134,Ca21chr3_C_albicans_SC5314,1049556,745444
P6xSC_P43_D6_134,Ca21chr4_C_albicans_SC5314,1005224,594776
P6xSC_P43_D6_134,Ca21chr5_C_albicans_SC5314,426284,426284
P6xSC_P43_D6_134,Ca21chr5_C_albicans_SC5314,559933,630067
P6xSC_P43_D6_134,Ca21chr6_C_albicans_SC5314,891058,891058
P6xSC_P43_D6_134,Ca21chr7_C_albicans_SC5314,369500,369500
P6xSC_P43_D6_134,Ca21chrR_C_albicans_SC5314,1866468,418532
P6xSC_P44_D7_176,Ca21chr1_C_albicans_SC5314,1615837,1569163
P6xSC_P44_D7_176,Ca21chr3_C_albicans_SC5314,1029732,765268
P6xSC_P44_D7_176,Ca21chr4_C_albicans_SC5314,952236,952236
P6xSC_P44_D7_176,Ca21chr4_C_albicans_SC5314,1111362,488638
P6xSC_P44_D7_176,Ca21chr5_C_albicans_SC5314,410808,410808
P6xSC_P44_D7_176,Ca21chr5_C_albicans_SC5314,538142,651858
P6xSC_P44_D7_176,Ca21chr6_C_albicans_SC5314,891058,891058
P6xSC_P44_D7_176,Ca21chr6_C_albicans_SC5314,997576,32424
P6xSC_P44_D7_176,Ca21chr7_C_albicans_SC5314,369500,369500
P6xSC_P44_D7_176,Ca21chrR_C_albicans_SC5314,1450462,1450462
P6xSC_P44_D7_176,Ca21chrR_C_albicans_SC5314,1866468,418532
P6xSC_P45_D8_120,Ca21chr1_C_albicans_SC5314,1615837,584410
P6xSC_P45_D8_120,Ca21chr1_C_albicans_SC5314,2200247,10208
P6xSC_P45_D8_120,Ca21chr1_C_albicans_SC5314,2210455,974545
P6xSC_P45_D8_120,Ca21chr3_C_albicans_SC5314,1029732,765268
P6xSC_P45_D8_120,Ca21chr4_C_albicans_SC5314,952236,952236
P6xSC_P45_D8_120,Ca21chr4_C_albicans_SC5314,1005224,594776
P6xSC_P45_D8_120,Ca21chr5_C_albicans_SC5314,426284,426284
P6xSC_P45_D8_120,Ca21chr5_C_albicans_SC5314,559933,630067
P6xSC_P45_D8_120,Ca21chr6_C_albicans_SC5314,891058,891058
P6xSC_P45_D8_120,Ca21chr7_C_albicans_SC5314,369500,369500
P6xSC_P47_D10_148,Ca21chr1_C_albicans_SC5314,1615837,584410
P6xSC_P47_D10_148,Ca21chr1_C_albicans_SC5314,2200247,10208
P6xSC_P47_D10_148,Ca21chr1_C_albicans_SC5314,2210455,974545
P6xSC_P47_D10_148,Ca21chr3_C_albicans_SC5314,1029732,765268
P6xSC_P47_D10_148,Ca21chr4_C_albicans_SC5314,952236,952236
P6xSC_P47_D10_148,Ca21chr4_C_albicans_SC5314,1005224,594776
P6xSC_P47_D10_148,Ca21chr5_C_albicans_SC5314,410808,410808
P6xSC_P47_D10_148,Ca21chr6_C_albicans_SC5314,891058,891058
P6xSC_P47_D10_148,Ca21chrR_C_albicans_SC5314,1866468,418532
P6xSC_P48_D11_160,Ca21chr1_C_albicans_SC5314,1615837,1569163
P6xSC_P48_D11_160,Ca21chr3_C_albicans_SC5314,930422,864578
P6xSC_P48_D11_160,Ca21chr4_C_albicans_SC5314,962309,962309
P6xSC_P48_D11_160,Ca21chr4_C_albicans_SC5314,1005224,594776
P6xSC_P48_D11_160,Ca21chr5_C_albicans_SC5314,410808,410808
P6xSC_P48_D11_160,Ca21chr5_C_albicans_SC5314,538142,651858
P6xSC_P48_D11_160,Ca21chr7_C_albicans_SC5314,369500,369500
P6xSC_P48_D11_160,Ca21chrR_C_albicans_SC5314,1672229,1672229
P6xSC_P48_D11_160,Ca21chrR_C_albicans_SC5314,1866468,418532
P6xSC_P49_D12_122,Ca21chr1_C_albicans_SC5314,1615837,584410
P6xSC_P49_D12_122,Ca21chr1_C_albicans_SC5314,2200247,10208
P6xSC_P49_D12_122,Ca21chr1_C_albicans_SC5314,2210455,974545
P6xSC_P49_D12_122,Ca21chr3_C_albicans_SC5314,654733,654733
P6xSC_P49_D12_122,Ca21chr3_C_albicans_SC5314,1067556,727444
P6xSC_P49_D12_122,Ca21chr4_C_albicans_SC5314,962309,962309
P6xSC_P49_D12_122,Ca21chr4_C_albicans_SC5314,1005224,594776
P6xSC_P49_D12_122,Ca21chr5_C_albicans_SC5314,426284,426284
P6xSC_P49_D12_122,Ca21chr5_C_albicans_SC5314,559933,630067
P6xSC_P49_D12_122,Ca21chr6_C_albicans_SC5314,891058,891058
P6xSC_P4_A3_162,Ca21chr3_C_albicans_SC5314,903993,891007
P6xSC_P4_A3_162,Ca21chr4_C_albicans_SC5314,1005224,582794
P6xSC_P4_A3_162,Ca21chr4_C_albicans_SC5314,1588018,11982
P6xSC_P4_A3_162,Ca21chr6_C_albicans_SC5314,217785,13299
P6xSC_P4_A3_162,Ca21chr6_C_albicans_SC5314,204486,204486
P6xSC_P50_E1_202,Ca21chr1_C_albicans_SC5314,1615837,584410
P6xSC_P50_E1_202,Ca21chr1_C_albicans_SC5314,2200247,10208
P6xSC_P50_E1_202,Ca21chr1_C_albicans_SC5314,2210455,974545
P6xSC_P50_E1_202,Ca21chr3_C_albicans_SC5314,1029732,765268
P6xSC_P50_E1_202,Ca21chr4_C_albicans_SC5314,952236,952236
P6xSC_P50_E1_202,Ca21chr4_C_albicans_SC5314,1005224,594776
P6xSC_P50_E1_202,Ca21chr5_C_albicans_SC5314,410808,410808
P6xSC_P50_E1_202,Ca21chr6_C_albicans_SC5314,904727,904727
P6xSC_P50_E1_202,Ca21chr7_C_albicans_SC5314,369500,369500
P6xSC_P50_E1_202,Ca21chrR_C_albicans_SC5314,1672229,1672229
P6xSC_P50_E1_202,Ca21chrR_C_albicans_SC5314,1857047,427953
P6xSC_P51_E2_186,Ca21chr1_C_albicans_SC5314,1615837,1569163
P6xSC_P51_E2_186,Ca21chr3_C_albicans_SC5314,930763,864237
P6xSC_P51_E2_186,Ca21chr4_C_albicans_SC5314,962309,962309
P6xSC_P51_E2_186,Ca21chr4_C_albicans_SC5314,1005224,594776
P6xSC_P51_E2_186,Ca21chr5_C_albicans_SC5314,426284,426284
P6xSC_P51_E2_186,Ca21chr6_C_albicans_SC5314,904727,686942
P6xSC_P51_E2_186,Ca21chr6_C_albicans_SC5314,217785,13299
P6xSC_P51_E2_186,Ca21chr6_C_albicans_SC5314,204486,204486
P6xSC_P51_E2_186,Ca21chr7_C_albicans_SC5314,369500,369500
P6xSC_P51_E2_186,Ca21chrR_C_albicans_SC5314,1866468,418532
P6xSC_P52_E3_170,Ca21chr1_C_albicans_SC5314,421674,14113
P6xSC_P52_E3_170,Ca21chr1_C_albicans_SC5314,407561,407561
P6xSC_P52_E3_170,Ca21chr1_C_albicans_SC5314,1615837,584410
P6xSC_P52_E3_170,Ca21chr1_C_albicans_SC5314,2200247,10208
P6xSC_P52_E3_170,Ca21chr1_C_albicans_SC5314,2210455,974545
P6xSC_P52_E3_170,Ca21chr3_C_albicans_SC5314,1067556,727444
P6xSC_P52_E3_170,Ca21chr4_C_albicans_SC5314,962309,962309
P6xSC_P52_E3_170,Ca21chr4_C_albicans_SC5314,1005224,594776
P6xSC_P52_E3_170,Ca21chr5_C_albicans_SC5314,426284,426284
P6xSC_P52_E3_170,Ca21chr5_C_albicans_SC5314,538142,651858
P6xSC_P52_E3_170,Ca21chr6_C_albicans_SC5314,997576,32424
P6xSC_P52_E3_170,Ca21chr7_C_albicans_SC5314,369500,369500
P6xSC_P53_E4_154,Ca21chr1_C_albicans_SC5314,1615837,1569163
P6xSC_P53_E4_154,Ca21chr3_C_albicans_SC5314,984081,810919
P6xSC_P53_E4_154,Ca21chr4_C_albicans_SC5314,952236,952236
P6xSC_P53_E4_154,Ca21chr4_C_albicans_SC5314,1005224,594776
P6xSC_P53_E4_154,Ca21chr5_C_albicans_SC5314,410808,410808
P6xSC_P53_E4_154,Ca21chr5_C_albicans_SC5314,559933,630067
P6xSC_P53_E4_154,Ca21chr6_C_albicans_SC5314,891058,673273
P6xSC_P53_E4_154,Ca21chr6_C_albicans_SC5314,217785,13299
P6xSC_P53_E4_154,Ca21chr6_C_albicans_SC5314,204486,204486
P6xSC_P53_E4_154,Ca21chr6_C_albicans_SC5314,997576,32424
P6xSC_P53_E4_154,Ca21chr7_C_albicans_SC5314,369500,369500
P6xSC_P53_E4_154,Ca21chrR_C_albicans_SC5314,1672229,1672229
P6xSC_P54_E5_122,Ca21chr1_C_albicans_SC5314,1615837,584410
P6xSC_P54_E5_122,Ca21chr1_C_albicans_SC5314,2200247,10208
P6xSC_P54_E5_122,Ca21chr1_C_albicans_SC5314,2210455,974545
P6xSC_P54_E5_122,Ca21chr3_C_albicans_SC5314,930763,864237
P6xSC_P54_E5_122,Ca21chr4_C_albicans_SC5314,952236,621851
P6xSC_P54_E5_122,Ca21chr4_C_albicans_SC5314,330385,106462
P6xSC_P54_E5_122,Ca21chr4_C_albicans_SC5314,223923,223923
P6xSC_P54_E5_122,Ca21chr4_C_albicans_SC5314,1005224,594776
P6xSC_P54_E5_122,Ca21chr5_C_albicans_SC5314,410808,410808
P6xSC_P54_E5_122,Ca21chr5_C_albicans_SC5314,529310,660690
P6xSC_P54_E5_122,Ca21chr6_C_albicans_SC5314,891058,891058
P6xSC_P54_E5_122,Ca21chr6_C_albicans_SC5314,997576,32424
P6xSC_P54_E5_122,Ca21chr7_C_albicans_SC5314,369500,369500
P6xSC_P55_E6_136,Ca21chr1_C_albicans_SC5314,1615837,584410
P6xSC_P55_E6_136,Ca21chr1_C_albicans_SC5314,2200247,10208
P6xSC_P55_E6_136,Ca21chr1_C_albicans_SC5314,2210455,146514
P6xSC_P55_E6_136,Ca21chr1_C_albicans_SC5314,2356969,30710
P6xSC_P55_E6_136,Ca21chr1_C_albicans_SC5314,2387679,797321
P6xSC_P55_E6_136,Ca21chr3_C_albicans_SC5314,930763,864237
P6xSC_P55_E6_136,Ca21chr4_C_albicans_SC5314,952236,952236
P6xSC_P55_E6_136,Ca21chr4_C_albicans_SC5314,1005224,594776
P6xSC_P55_E6_136,Ca21chr5_C_albicans_SC5314,410808,410808
P6xSC_P55_E6_136,Ca21chr6_C_albicans_SC5314,217785,13299
P6xSC_P55_E6_136,Ca21chr6_C_albicans_SC5314,204486,204486
P6xSC_P56_E7_192,Ca21chr1_C_albicans_SC5314,1615837,584410
P6xSC_P56_E7_192,Ca21chr1_C_albicans_SC5314,2200247,10208
P6xSC_P56_E7_192,Ca21chr1_C_albicans_SC5314,2210455,974545
P6xSC_P56_E7_192,Ca21chr3_C_albicans_SC5314,930763,864237
P6xSC_P56_E7_192,Ca21chr4_C_albicans_SC5314,952236,952236
P6xSC_P56_E7_192,Ca21chr4_C_albicans_SC5314,1005224,594776
P6xSC_P56_E7_192,Ca21chr5_C_albicans_SC5314,410808,410808
P6xSC_P56_E7_192,Ca21chr6_C_albicans_SC5314,217785,13299
P6xSC_P56_E7_192,Ca21chr6_C_albicans_SC5314,204486,204486
P6xSC_P57_E8_122,Ca21chr1_C_albicans_SC5314,2200247,10208
P6xSC_P57_E8_122,Ca21chr1_C_albicans_SC5314,2210455,974545
P6xSC_P57_E8_122,Ca21chr3_C_albicans_SC5314,930763,864237
P6xSC_P57_E8_122,Ca21chr4_C_albicans_SC5314,962309,962309
P6xSC_P57_E8_122,Ca21chr4_C_albicans_SC5314,1005224,594776
P6xSC_P57_E8_122,Ca21chr5_C_albicans_SC5314,410808,410808
P6xSC_P57_E8_122,Ca21chr5_C_albicans_SC5314,551628,638372
P6xSC_P58_E9_136,Ca21chr1_C_albicans_SC5314,1615837,1569163
P6xSC_P58_E9_136,Ca21chr3_C_albicans_SC5314,920351,874649
P6xSC_P58_E9_136,Ca21chr4_C_albicans_SC5314,1005224,594776
P6xSC_P58_E9_136,Ca21chr5_C_albicans_SC5314,426284,426284
P6xSC_P59_E10_150,Ca21chr3_C_albicans_SC5314,920351,874649
P6xSC_P59_E10_150,Ca21chr4_C_albicans_SC5314,1005224,594776
P6xSC_P59_E10_150,Ca21chr6_C_albicans_SC5314,217785,13299
P6xSC_P59_E10_150,Ca21chr6_C_albicans_SC5314,204486,204486
P6xSC_P59_E10_150,Ca21chr6_C_albicans_SC5314,997576,32424
P6xSC_P60_E11_140,Ca21chr1_C_albicans_SC5314,1615837,584410
P6xSC_P60_E11_140,Ca21chr1_C_albicans_SC5314,2200247,10208
P6xSC_P60_E11_140,Ca21chr1_C_albicans_SC5314,2210455,974545
P6xSC_P60_E11_140,Ca21chr3_C_albicans_SC5314,920351,874649
P6xSC_P60_E11_140,Ca21chr4_C_albicans_SC5314,1005224,594776
P6xSC_P60_E11_140,Ca21chr6_C_albicans_SC5314,217785,13299
P6xSC_P60_E11_140,Ca21chr6_C_albicans_SC5314,204486,204486
P6xSC_P62_F1_204,Ca21chr1_C_albicans_SC5314,1615837,1569163
P6xSC_P62_F1_204,Ca21chr3_C_albicans_SC5314,920351,874649
P6xSC_P62_F1_204,Ca21chr4_C_albicans_SC5314,952236,952236
P6xSC_P62_F1_204,Ca21chr4_C_albicans_SC5314,1005224,594776
P6xSC_P62_F1_204,Ca21chr6_C_albicans_SC5314,217785,13299
P6xSC_P62_F1_204,Ca21chr6_C_albicans_SC5314,204486,204486
P6xSC_P63_F2_188,Ca21chr1_C_albicans_SC5314,1615837,1569163
P6xSC_P63_F2_188,Ca21chr3_C_albicans_SC5314,654733,654733
P6xSC_P63_F2_188,Ca21chr3_C_albicans_SC5314,920351,874649
P6xSC_P63_F2_188,Ca21chr4_C_albicans_SC5314,952236,952236
P6xSC_P63_F2_188,Ca21chr4_C_albicans_SC5314,1005224,594776
P6xSC_P63_F2_188,Ca21chr5_C_albicans_SC5314,410808,410808
P6xSC_P63_F2_188,Ca21chr5_C_albicans_SC5314,559933,630067
P6xSC_P63_F2_188,Ca21chr6_C_albicans_SC5314,891058,673273
P6xSC_P63_F2_188,Ca21chr6_C_albicans_SC5314,217785,13299
